reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H7563:wick#265087,265087,20,21,Pro 21:10,OT,poetic/wisdom,4162,1,H7563,H7563,HNcmsa,noun,,wicked,,,none,H7563:wick,wicked,wicked,"wickedness — the guilty who are cut off from the land | wickedness — the wicked whose ruin need not be feared | wickedness — the wicked, whose house draws the curse | wickedness — the wicked whose path is to be shunned | wickedness — the wicked whose way is deep darkness | wickedness — the wicked, trapped by his own evil | wickedness — the wicked whose reproof brings injury | wickedness — whose mouth conceals violence | wickedness — whose gain leads to sin | wickedness — whose heart is of little worth",wicked,wickedness-ungodliness,,,267017|267619|267697|267799|267823|268024|268758|262627|262668|262675|262481|262519|262555|262579|262587|262606|262612|262631|262647|262882|262901|262704|262714|262758|262807|262868|263088|263091|263098|262924|262934|263016|263052|263272|263301|263179|263251|263319|263377|263487|263785|263795|263802|263718|263724|264017|264109|264182|264387|264573|264995|265264|265283|265106|265108|265149|265223|265236|265774|302400|266121|266098|266519|266700|266547|266570|266682|266827|266775|266792,read-2026,Reg 57 evil,64,71,wickedness — whose soul craves evil and shows no mercy,disposition,ABSENT,NONE,the wicked,the wicked whose soul desires evil and who shows his neighbour no mercy,(the mercy he withholds),other,NONE,ABSENT,ABSENT,ABSENT,the wicked character craving evil and pitiless,ABSENT,"rasha — 'the soul of the WICKED desires evil'; wickedness is a craving of the soul, issuing in mercilessness. The wicked want evil and pity none.",absent,characteristic,internal:ib-state,ABSENT,Pro 21:10 The soul of the wicked desires evil ; his neighbor finds no mercy in his eyes .
H0183:desir#265088,265088,20,21,Pro 21:10,OT,poetic/wisdom,4162,1,H0183,H0183,HVpp3fs,verb,Piel,desires,,avah,head,H0183:desir,desire,to desire,craving — the wicked soul's appetite for evil | craving — do not crave the ruler's deceptive delicacies | craving — do not crave the grudging host's delicacies | longing — the forbidden wish to join the wicked,"desire, desires",desire-longing-appetite,,,265635|265674|265707,read-2026,Reg 43 desire,6,4,craving — the wicked soul's appetite for evil,affect,ABSENT,NONE,the wicked,the craving/desiring of evil by the wicked soul,the soul that craves it (265086),self,NONE,ABSENT,ABSENT,ABSENT,welded to the soul whose appetite it is,ABSENT,avah (crave/desire) — 'DESIRES evil'; the wicked soul's active craving for evil. Their inner appetite is fixed on wrong.,absent,characteristic,internal:ib-state,ABSENT,Pro 21:10 The soul of the wicked desires evil ; his neighbor finds no mercy in his eyes .
H2603:mercy#265093,265093,20,21,Pro 21:10,OT,poetic/wisdom,4162,1,H2603A,H2603,HVHi3ms,verb,Hophal,mercy,,chanan,head,H2603:mercy,mercy,be gracious; be loathsome,mercilessness — the wicked shows no mercy to his neighbour,mercy,grace-mercy-compassion,,,,read-2026,IB:be gracious,4,1,mercilessness — the wicked shows no mercy to his neighbour,affect,ABSENT,NONE,the wicked,the mercy/pity that the wicked withholds — his neighbour finds none in his eyes,(the evil-craving soul that withholds it),other,NONE,ABSENT,ABSENT,ABSENT,the pitilessness that flows from a soul craving evil,ABSENT,chanan (show mercy/favour) NEGATED — 'his neighbour finds no MERCY in his eyes'; the evil-craving soul is merciless. A heart set on evil has no pity for others.,absent,characteristic,internal:ib-state,ABSENT,Pro 21:10 The soul of the wicked desires evil ; his neighbor finds no mercy in his eyes .
H3887:scoffer#265095,265095,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H3887,H3887,HAamsa,adjective,,scoffer,,luts,head,H3887:scoffer,scoffer,to mock,"scoffers — the mockers who scorn correction | scorn — the scoffer who repays correction with abuse | scorn — the scoffer who will hate the reprover | scorn — the scoffer who will not hear rebuke | scorn — the scoffer who seeks wisdom in vain | scorn — who dislikes reproof and shuns the wise | scorn — the scoffer, struck as a warning to the simple | scorn — the scoffer whose punishment teaches the simple | scorn — the name earned by insolent pride | scorn — the source of strife, whose removal brings peace","scoffer, scoffers, Scoffer",pride-arrogance-scoffing,,,264738|268754|268762|263123|263528|263577|264546|265200|265313|265935,read-2026,Reg 190 contempt,13,11,scorn — the scoffer whose punishment teaches the simple,disposition,ABSENT,NONE,the scoffer,"the scoffer who, when punished, becomes a lesson to the simple",(the simple who learn from it),other,NONE,ABSENT,ABSENT,ABSENT,the incorrigible scorner whose fate warns others,ABSENT,"luts (scoff) — 'when a SCOFFER is punished'; the scoffer himself learns nothing, but his punishment warns the naive. The incorrigible serve as a lesson.",absent,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H6612:simpl#265097,265097,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H6612A,H6612,HNcmsa,noun,,simple,,pethi,head,H6612:simpl,simple,simple,"naivety — blundering on into harm unheeded | the simple — the naive, untaught, morally open inner condition | the simple — killed by their own turning away | simpleness — the naive, unformed among whom the youth is found | simpleness — the naive Folly lures | simpleness — the naive Wisdom invites in | naivety — the simple who believes everything | naivety — the simple who inherit folly | naivety — the simple who learn prudence from the scoffer's beating | naivety — the simple made wise by the scoffer's punishment",simple,wisdom-folly-teaching,,,264828|308243|268443|268739|268703|263345|263367|264547|265447|266373,read-2026,IB:simple,10,11,naivety — the simple made wise by the scoffer's punishment,disposition,ABSENT,NONE,the simple,the naive who become wise when a scoffer is punished,the wisdom he gains (265098),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the wisdom the example teaches,ABSENT,"pethi (simple/naive) — 'when a scoffer is punished, the SIMPLE becomes wise' (cf 19:25); the naive learn from another's punishment. Correction of the scoffer teaches the simple.",present,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H2449:wise#265098,265098,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H2449,H2449,HVqi3ms,verb,Qal,wise,,chakam,head,H2449:wise,wise,be wise,"becoming wise — the sluggard's summons to gain wisdom | becoming wise — the fruit of heeding instruction | wisdom — one's own, its benefit to oneself | wisdom's profit — accrues to oneself | growing-wise — through walking with the wise | unwisdom — whoever is led astray by drink is not wise | growing-wise — the simple made wise by the example | wisdom — the son's, which gladdens his father's heart | wisdom — that the son is to grow in by hearing | the son's wisdom — that gladdens and vindicates the father",wise,wisdom-folly-teaching,,,268296|268603|308481|308482|263214|308548|265534|265561|266362,read-2026,Reg 174 wisdom,9,10,growing-wise — the simple made wise by the example,disposition,ABSENT,NONE,the simple,the becoming-wise of the simple through the scoffer's punishment,the naivety it cures (265097),other,NONE,ABSENT,ABSENT,ABSENT,welded to the simpleness it corrects,ABSENT,chakam (be/become wise) — 'the simple BECOMES wise'; the naive gain wisdom from seeing the scoffer punished. What warns the simple is another's fate.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H2450:wiseman#265099,265099,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H2450 H9005,H2450,HAamsa HR,adjective,,wise man,,chakam,head,H2450:wiseman,wise man,wise,wisdom — the wise who loves reproof | wisdom — the wise who grows still wiser | wisdom — who gains knowledge from instruction | wisdom — who stores treasure prudently | wisdom — that overpowers might and its strongholds,"wise man, wise man’s",wisdom-folly-teaching,,,268766|268770|265173|265186,read-2026,Reg 174 wisdom,5,5,wisdom — who gains knowledge from instruction,disposition,ABSENT,NONE,the wise,"the wise man who, when instructed, gains yet more knowledge",his being instructed (265100),other,NONE,ABSENT,ABSENT,ABSENT,welded to the instruction that enriches him,ABSENT,"chakam (wise) — 'when a wise man is instructed, he gains knowledge'; the wise grow directly from teaching, needing no punishment (cf 9:9; 21:11a). Teachability graded by character.",present,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H7919:instruct#265100,265100,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H7919A H9002 H9003,H7919,HVhcc HC HR,verb,Hiphil,instructed,,sakal,head,H7919:instruct,instructed,be prudent; to cross hands,being-taught — the wise man instructed to knowledge,instructed,wisdom-folly-teaching,,,,read-2026,Reg 166 understanding,1,1,being-taught — the wise man instructed to knowledge,cognition,ABSENT,NONE,the wise,the instructing/teaching by which the wise man gains knowledge,the knowledge it yields (265102),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the knowledge it imparts,ABSENT,sakal (instruct/make wise) — 'when a wise man is INSTRUCTED'; the teaching that directly enriches the wise. They learn from a word.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H1847:knowledg#265102,265102,20,21,Pro 21:11,OT,poetic/wisdom,4163,1,H1847,H1847,HNcfsa,noun,,knowledge,,daath,head,H1847:knowledg,knowledge,knowledge,"knowledge — here the good the fool hates | knowledge — the good they hated | knowledge — grasped, held understanding | knowledge — the knowing that fear of God opens | knowledge — pleasant to the soul | knowledge — the knowing of God found by the seeker | knowledge — from God's mouth | knowledge — the LORD's, by which the deeps broke open | knowledge — guarded by the lips | knowledge — to be chosen over choice gold",knowledge,knowing-understanding,,,264829|264849|264743|264793|267043|267051|266943|267580|268006|268670|268460|268479|268675|262502|262909|262915|263030|263175|263532|263541|263372|263646|263789|263596|264213|264312|264316|264500|264552|264567|264906|265329|265400|265516|265898|265909,read-2026,Reg 100 knowledge,25,37,knowledge — the wise man's gain from instruction,cognition,ABSENT,NONE,the wise,the knowledge that the wise man gains when instructed,the instruction that yields it (265100),other,NONE,ABSENT,ABSENT,ABSENT,welded to the teaching that imparts it,ABSENT,daath (knowledge) — 'he gains KNOWLEDGE'; the wise man's direct harvest from teaching. Instruction enriches the wise.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:11 When a scoffer is punished , the simple becomes wise ; when a wise man is instructed , he gains knowledge ."
H6662:righteouson#265103,265103,20,21,Pro 21:12,OT,poetic/wisdom,4163,0,H6662,H6662,HAamsa,adjective,,Righteous One,,tsaddiq,head,H6662:righteouson,Righteous One,righteous,divine justice — the Righteous One observes and judges the wicked,Righteous One,righteousness-integrity,,,,read-2026,Reg 139 righteousness,48,1,divine justice — the Righteous One observes and judges the wicked,disposition,ABSENT,NONE,the LORD (the Righteous One),the Righteous One who observes the house of the wicked and casts them down to ruin,his observing of the wicked (265104),god,NONE,ABSENT,ABSENT,ABSENT,welded to the discerning judgment that casts them down,ABSENT,"tsaddiq (Righteous One) — 'the RIGHTEOUS One observes the house of the wicked; he throws the wicked down to ruin'; God, the Righteous One, watches and judges the wicked, overthrowing them. Locus external:god — divine justice observing and casting down.",absent,characteristic,external:god,ABSENT,Pro 21:12 The Righteous One observes the house of the wicked ; he throws the wicked down to ruin .
H7919:observ#265104,265104,20,21,Pro 21:12,OT,poetic/wisdom,4163,0,H7919A,H7919,HVhrmsa,verb,Hiphil,observes,,sakal,head,H7919:observ,observes,be prudent; to cross hands,discerning judgment — the Righteous One considers the wicked's house,observes,keeping-guarding-vigilance,,,,read-2026,Reg 166 understanding,10,1,discerning judgment — the Righteous One considers the wicked's house,cognition,ABSENT,NONE,the LORD,the observing/considering by which the Righteous One weighs the house of the wicked before casting it down,the Righteous One who observes (265103),god,NONE,ABSENT,ABSENT,ABSENT,welded to the divine justice that watches,ABSENT,"sakal (consider/observe wisely) — 'OBSERVES the house of the wicked'; God's discerning attention to the wicked, prelude to judgement. Locus external:god — the divine gaze that weighs before it strikes.",absent,characteristic,external:god,ABSENT,Pro 21:12 The Righteous One observes the house of the wicked ; he throws the wicked down to ruin .
