"strong","word","occurrence_count","ib_relevance"
"H6370","lovers","1","Could impact IB"
"H6372I","phinehas","1","Not relevant"
"H6374","teeth","1","Not relevant"
"H6374","two-edged","1","Could impact IB"
"H6375","tremble","1","Could impact IB"
"H6376","pishon","1","Could impact IB"
"H6379","trickling out","1","Could impact IB"
"H6385","divide","1","Not relevant"
"H6386","divided","1","Not relevant"
"H6387","half","1","Could impact IB"
"H6388","brooks","1","Could impact IB"
"H6388","river","1","Not relevant"
"H6388","rivers","1","Not relevant"
"H6388","stream","1","Could impact IB"
"H6393","metal","1","Could impact IB"
"H6397","pelonite","1","Could impact IB"
"H6398","bring forth","1","Could impact IB"
"H6398","cut","1","Not relevant"
"H6398","one plows","1","Could impact IB"
"H6398","pierces","1","Could impact IB"
"H6398","slashes open","1","Could impact IB"
"H6400","halves","1","Could impact IB"
"H6400","millstone","1","Could impact IB"
"H6400","piece","1","Could impact IB"
"H6402","service","1","Could impact IB"
"H6403","acquitted","1","Could impact IB"
"H6403","calves","1","Could impact IB"
"H6403","escape","1","Could impact IB"
"H6403","off","1","Not relevant"
"H6403","preserve","1","Could impact IB"
"H6403","rescued","1","Could impact IB"
"H6403","survivors","1","Could impact IB"
"H6403","you preserve","1","Could impact IB"
"H6405","deliverance","1","Could impact IB"
"H6409H","paltiel","1","Could impact IB"
"H6411A","pelaiah","1","Could impact IB"
"H6412A","of them","1","Not relevant"
"H6412A","one escaped","1","Could impact IB"
"H6412A","slip","1","Could impact IB"
"H6412A","survivor","1","Could impact IB"
"H6412A","survivors","1","Could impact IB"
"H6412B","escape","1","Could impact IB"
"H6412B","escaped","1","Could impact IB"
"H6412B","survivors","1","Could impact IB"
"H6413","deliverance","1","Could impact IB"
"H6413","escapes","1","Could impact IB"
"H6413","left","1","Not relevant"
"H6414","themselves","1","Could impact IB"
"H6416","judges","1","Not relevant"
"H6417","giving judgment","1","IB related"
"H6418","distaff","1","Could impact IB"
"H6418","spindle","1","Could impact IB"
"H6421","pelaliah","1","Could impact IB"
"H6423","friend","1","Could impact IB"
"H6430G","philistia","1","Not relevant"
"H6430I","philistines","1","Not relevant"
"H6431G","peleth","1","Could impact IB"
"H6431H","peleth","1","Could impact IB"
"H6433","mouths","1","Not relevant"
"H6434","corner","1","Could impact IB"
"H6435","angry","1","Could impact IB"
"H6435","attack","1","Could impact IB"
"H6435","burn","1","Could impact IB"
"H6435","deaf","1","Could impact IB"
"H6435","deal falsely","1","Could impact IB"
"H6435","dispersed over","1","Could impact IB"
"H6435","does","1","Not relevant"
"H6435","encounter","1","Could impact IB"
"H6435","ensnared","1","Could impact IB"
"H6435","exult","1","Could impact IB"
"H6435","fear","1","IB related"
"H6435","for","1","Not relevant"
"H6435","forget","1","IB related"
"H6435","grow","1","Could impact IB"
"H6435","impair","1","Could impact IB"
"H6435","is","1","Not relevant"
"H6435","kill","1","Not relevant"
"H6435","might","1","Not relevant"
"H6435","overtake","1","Could impact IB"
"H6435","rebuke","1","Could impact IB"
"H6435","take","1","Not relevant"
"H6435","that you would","1","Not relevant"
"H6436","meal","1","Could impact IB"
"H6438H","chiefs","1","Could impact IB"
"H6438H","cornerstones","1","Could impact IB"
"H6438H","leaders","1","Could impact IB"
"H6439G","peniel","1","Not relevant"
"H6441","inner room","1","Could impact IB"
"H6441","inwards toward","1","Could impact IB"
"H6441","part","1","Not relevant"
"H6441","to","1","Not relevant"
"H6442","inner court","1","Could impact IB"
"H6442","innermost part","1","Could impact IB"
"H6442","interior","1","Could impact IB"
"H6442","inward","1","Could impact IB"
"H6442","part","1","Not relevant"
"H6443","coral","1","Could impact IB"
"H6443","costly stones","1","Could impact IB"
"H6443","crystal","1","Could impact IB"
"H6445","pampers","1","Could impact IB"
"H6448","go through","1","Not relevant"
"H6450","pas-dammim","1","Could impact IB"
"H6451","abundance","1","Could impact IB"
"H6452A","passed","1","Not relevant"
"H6452A","spare","1","Could impact IB"
"H6452B","became lame","1","Could impact IB"
"H6452B","go limping","1","Could impact IB"
"H6452B","limped","1","Could impact IB"
"H6454I","paseah","1","Could impact IB"
"H6455","lame man’s","1","Could impact IB"
"H6458","shaped","1","Could impact IB"
"H6461","vanished","1","Could impact IB"
"H6464","pai","1","Could impact IB"
"H6464","pau","1","Could impact IB"
"H6467","brought about","1","Not relevant"
"H6467","getting","1","Could impact IB"
"H6467","great deeds","1","Could impact IB"
"H6467","it","1","Not relevant"
"H6467","toil","1","Could impact IB"
"H6468","deeds","1","Could impact IB"
"H6468","payment","1","Could impact IB"
"H6468","reward","1","Could impact IB"
"H6468","wage","1","Could impact IB"
"H6469","peullethai","1","Could impact IB"
"H6471","again","1","Not relevant"
"H6471","anvil","1","Could impact IB"
"H6471","doubling","1","Could impact IB"
"H6471","each story","1","Could impact IB"
"H6471","foot","1","Not relevant"
"H6471","footsteps","1","Could impact IB"
"H6471","highways","1","Could impact IB"
"H6471","hoofbeats","1","Could impact IB"
"H6471","last","1","Could impact IB"
"H6471","look","1","Could impact IB"
"H6471","once more","1","Not relevant"
"H6471","one moment","1","Could impact IB"
"H6471","samuel","1","Not relevant"
"H6471","seat","1","Could impact IB"
"H6471","second time","1","Not relevant"
"H6471","shake myself free","1","Could impact IB"
"H6471","stroke","1","Could impact IB"
"H6471","twice over","1","Could impact IB"
"H6473","gaped","1","Could impact IB"
"H6473","open","1","Not relevant"
"H6475","open wide","1","Not relevant"
"H6475","rail","1","Could impact IB"
"H6475","rescues","1","Could impact IB"
"H6475","uttered","1","Could impact IB"
"H6476","break","1","Could impact IB"
"H6477","charge","1","Could impact IB"
"H6478","peeled","1","Could impact IB"
"H6479","streaks","1","Could impact IB"
"H6482","wound","1","Could impact IB"
"H6482","wounding","1","Could impact IB"
"H6486","appointed","1","Not relevant"
"H6486","appointed duties","1","Could impact IB"
"H6486","appointed duty","1","Could impact IB"
"H6486","became counted","1","Could impact IB"
"H6486","care","1","Could impact IB"
"H6486","charge of","1","Could impact IB"
"H6486","executioners","1","Could impact IB"
"H6486","fate","1","Could impact IB"
"H6486","having oversight","1","Could impact IB"
"H6486","laid up","1","Could impact IB"
"H6486","office","1","Could impact IB"
"H6486","officers","1","Could impact IB"
"H6486","overseers","1","Could impact IB"
"H6486","prison","1","Could impact IB"
"H6486","punish","1","Could impact IB"
"H6487","reserve","1","Could impact IB"
"H6488","sentry","1","Could impact IB"
"H6490","commandments","1","Could impact IB"
"H6493","clear-sighted","1","Could impact IB"
"H6493","seeing","1","Not relevant"
"H6495","prison","1","Could impact IB"
"H6496","charge","1","Could impact IB"
"H6496","chief","1","Could impact IB"
"H6496","leader","1","Could impact IB"
"H6496","officers","1","Could impact IB"
"H6498","gourds","1","Could impact IB"
"H6499","each","1","Not relevant"
"H6499","oxen","1","Could impact IB"
"H6499","young steers","1","Could impact IB"
"H6501","wild donkey’s","1","Could impact IB"
"H6502","piram","1","Not relevant"
"H6503","precincts","1","Could impact IB"
"H6504","aside","1","Could impact IB"
"H6504","decides","1","IB related"
"H6504","deserted","1","Not relevant"
"H6504","dispersed","1","Could impact IB"
"H6504","isolates himself","1","Could impact IB"
"H6504","joint","1","Could impact IB"
"H6504","parts","1","Not relevant"
"H6504","separate yourself","1","Could impact IB"
"H6504","spread out","1","Not relevant"
"H6507","seed","1","Not relevant"
"H6508","forest","1","Could impact IB"
"H6508","parks","1","Could impact IB"
"H6512","moles","1","Could impact IB"
"H6514","perida","1","Could impact IB"
"H6514","peruda","1","Could impact IB"
"H6517","pots","1","Not relevant"
"H6518","warriors","1","Could impact IB"
"H6519","rural","1","Could impact IB"
"H6519","unwalled villages","1","Could impact IB"
"H6519","walls","1","Not relevant"
"H6521","villages","1","Could impact IB"
"H6522","perizzite","1","Could impact IB"
"H6524A","abundantly","1","Could impact IB"
"H6524A","bud","1","Could impact IB"
"H6524A","forth","1","Could impact IB"
"H6524A","shoots","1","Could impact IB"
"H6524A","spreading","1","Not relevant"
"H6524A","springs up","1","Could impact IB"
"H6524B","breaking","1","Could impact IB"
"H6524B","breaks","1","Could impact IB"
"H6524B","breaks out","1","Could impact IB"
"H6524B","broken out","1","Could impact IB"
"H6524B","out","1","Not relevant"
"H6525","bloom","1","Could impact IB"
"H6525","buds","1","Could impact IB"
"H6526","rabble","1","Could impact IB"
"H6527","sing","1","Could impact IB"
"H6529","descendants","1","Could impact IB"
"H6529","offspring","1","Could impact IB"
"H6529","reward","1","Could impact IB"
"H6529","sons","1","Not relevant"
"H6529","speech","1","Could impact IB"
"H6529","womb","1","Could impact IB"
"H6530","ravenous","1","Could impact IB"
"H6531","harshness","1","IB related"
"H6533","wear torn","1","Could impact IB"
"H6536","break","1","Could impact IB"
"H6536","have","1","Not relevant"
"H6536","hoofs","1","Could impact IB"
"H6536","share","1","Could impact IB"
"H6537A","divided","1","Not relevant"
"H6537B","peres","1","Could impact IB"
"H6539","persians","1","Could impact IB"
"H6541","cloven-footed","1","Could impact IB"
"H6541","footed","1","Not relevant"
"H6541","hoof cloven","1","Could impact IB"
"H6541","two","1","Not relevant"
"H6542","persian","1","Could impact IB"
"H6544A","lead","1","Could impact IB"
"H6544B","act sinfully","1","IB related"
"H6544B","avoid","1","Could impact IB"
"H6544B","broken loose","1","Could impact IB"
"H6544B","go back","1","Not relevant"
"H6544B","ignored","1","Could impact IB"
"H6544B","ignores","1","Could impact IB"
"H6544B","loose","1","Could impact IB"
"H6544B","neglect","1","Could impact IB"
"H6544B","restraint","1","Could impact IB"
"H6544B","take","1","Not relevant"
"H6544B","unbind","1","Could impact IB"
"H6544B","whoever","1","Not relevant"
"H6547G","pharaoh’s","1","Not relevant"
"H6547N","pharaoh","1","Not relevant"
"H6547S","pharaoh hophra","1","Could impact IB"
"H6547T","pharaoh neco","1","Could impact IB"
"H6548","pharaoh hophra","1","Could impact IB"
"H6551J","parosh","1","Could impact IB"
"H6552","pirathon","1","Could impact IB"
"H6553","pirathon","1","Could impact IB"
"H6554","pharpar","1","Could impact IB"
"H6558","perezites","1","Could impact IB"
"H6559","perazim","1","Could impact IB"
"H6560G","perez-uzza","1","Could impact IB"
"H6560H","perez-uzzah","1","Could impact IB"
"H6562","break off","1","Could impact IB"
"H6563","crossroads","1","Could impact IB"
"H6563","plunder","1","Could impact IB"
"H6566","chop","1","Could impact IB"
"H6566","extended","1","Could impact IB"
"H6566","flaunts","1","Could impact IB"
"H6566","one gives","1","Not relevant"
"H6566","opens","1","Not relevant"
"H6566","outstretched","1","Could impact IB"
"H6566","scattered","1","Could impact IB"
"H6566","scatters","1","Could impact IB"
"H6566","spread their wings","1","Could impact IB"
"H6566","spreading out","1","Not relevant"
"H6566","stretch","1","Could impact IB"
"H6566","stretches out","1","Could impact IB"
"H6566","stretching","1","Could impact IB"
"H6566","throw","1","Not relevant"
"H6567A","clearly","1","Could impact IB"
"H6567A","scattered","1","Could impact IB"
"H6568","plainly","1","Not relevant"
"H6570","peresh","1","Could impact IB"
"H6571A","war horses","1","Could impact IB"
"H6571B","horseman","1","Could impact IB"
"H6572A","copy","1","Could impact IB"
"H6573","copy","1","Could impact IB"
"H6574","dung","1","Could impact IB"
"H6575","exact sum","1","Could impact IB"
"H6575","full account","1","Could impact IB"
"H6576","spreads","1","Not relevant"
"H6579","most noble","1","Could impact IB"
"H6579","nobility","1","Could impact IB"
"H6579","nobles","1","Could impact IB"
"H6581","spreading","1","Not relevant"
"H6582","pieces","1","Could impact IB"
"H6583G","pashhur","1","Not relevant"
"H6583K","pashhur","1","Not relevant"
"H6584","flayed","1","Could impact IB"
"H6584","made raids","1","Could impact IB"
"H6584","off","1","Not relevant"
"H6584","raided","1","Could impact IB"
"H6584","raids on","1","Could impact IB"
"H6584","rush","1","Could impact IB"
"H6584","rushed","1","Could impact IB"
"H6584","rushed forward","1","Could impact IB"
"H6584","rushed upon","1","Could impact IB"
"H6584","spreads","1","Not relevant"
"H6584","strip off","1","Could impact IB"
"H6585","battle","1","Could impact IB"
"H6587","step","1","Could impact IB"
"H6589","offering","1","Not relevant"
"H6589","opens wide","1","Not relevant"
"H6590","give","1","Not relevant"
"H6590","interpret","1","Could impact IB"
"H6591","interpretations","1","Could impact IB"
"H6595A","crumbs","1","Could impact IB"
"H6595A","morsels","1","Could impact IB"
"H6595A","piece","1","Could impact IB"
"H6595B","pieces","1","Could impact IB"
"H6596","sockets","1","Could impact IB"
"H6597","once","1","Not relevant"
"H6599","decree","1","Could impact IB"
"H6599","sentence","1","Could impact IB"
"H6600","answer","1","Could impact IB"
"H6600","edict","1","Could impact IB"
"H6600","matter","1","Not relevant"
"H6600","reply","1","Could impact IB"
"H6600","report","1","Could impact IB"
"H6600","sentence","1","Could impact IB"
"H6602","pethuel","1","Could impact IB"
"H6603","carved wood","1","Could impact IB"
"H6603","engraves","1","Could impact IB"
"H6603","engravings","1","Could impact IB"
"H6603","inscription","1","Could impact IB"
"H6605A","bonds","1","Could impact IB"
"H6605A","continually open","1","Could impact IB"
"H6605A","draw","1","Could impact IB"
"H6605A","drawn","1","Could impact IB"
"H6605A","free","1","Could impact IB"
"H6605A","go","1","Not relevant"
"H6605A","off","1","Not relevant"
"H6605A","offer","1","Not relevant"
"H6605A","release","1","Could impact IB"
"H6605A","released","1","Could impact IB"
"H6605A","set free","1","Could impact IB"
"H6605A","solve","1","Could impact IB"
"H6605A","spread out","1","Not relevant"
"H6605A","unharnessed","1","Could impact IB"
"H6605A","unstopped","1","Could impact IB"
"H6605A","vent","1","Could impact IB"
"H6605A","you shall","1","Not relevant"
"H6605B","engraved","1","Could impact IB"
"H6606","open","1","Not relevant"
"H6606","opened","1","Not relevant"
"H6607","doorway","1","Could impact IB"
"H6607","each other","1","Not relevant"
"H6607","gate","1","Not relevant"
"H6607","openings","1","Not relevant"
"H6607","portals","1","Could impact IB"
"H6607","sockets","1","Could impact IB"
"H6608","unfolding","1","Could impact IB"
"H6609","drawn swords","1","Could impact IB"
"H6611I","pethahiah","1","Could impact IB"
"H6611J","pethahiah","1","Could impact IB"
"H6614","rich robe","1","Could impact IB"
"H6615","seductive","1","Could impact IB"
"H6616","fastened","1","Could impact IB"
"H6616","thread","1","Could impact IB"
"H6616","threads","1","Could impact IB"
"H6617","seem tortuous","1","Could impact IB"
"H6617","tortuous","1","Could impact IB"
"H6617","twisted","1","Could impact IB"
"H6617","wily","1","Could impact IB"
"H6617","wrestled","1","Could impact IB"
"H6618","twisted","1","Could impact IB"
"H6619","pithom","1","Not relevant"
"H6620","asps","1","Could impact IB"
"H6620","cobra","1","Could impact IB"
"H6621","moment","1","Could impact IB"
"H6621","very","1","Not relevant"
"H6626","break","1","Could impact IB"
"H6627","excrement","1","Could impact IB"
"H6627","gone","1","Not relevant"
"H6627","human","1","Could impact IB"
"H6628","lotus trees","1","Could impact IB"
"H6629G","goats","1","Not relevant"
"H6629G","lambs","1","Not relevant"
"H6629G","sheepshearers","1","Could impact IB"
"H6629G","shepherd","1","Could impact IB"
"H6629G","wandered","1","Could impact IB"
